Shigella dysenteriae Sd197, complete genome
Product Name	Start	End	Strand	Length	Gi	GeneID	Locus	Locus_tag	COG(s)
IS600 ORF2 	3826660	3827373	+	237	82779148	3795764	-	SDY_4090	COG2801L
alpha-galactosidase 	3828164	3829519	-	451	82779149	3795766	melA	SDY_4092	COG1486G
biodegradative arginine decarboxylase 	3830790	3833060	+	756	82779150	3795768	adiA	SDY_4094	COG1982E
IS1 ORF1 	3833180	3833455	+	91	82779151	3799421	insA	SDY_4095	COG3677L
IS1 ORF2 	3833500	3833877	+	125	82779152	3799422	insB	SDY_4096	COG1662L
putative ARAC-type regulatory protein 	3834162	3834923	+	253	82779153	3799423	adiY	SDY_4097	COG2207K
arginine:agmatin antiporter 	3835060	3836397	+	445	82779154	3799424	yjdE	SDY_4098	COG0531E
putative cell division protein 	3836456	3838144	+	562	82779155	3799425	yjdB	SDY_4099	COG2194R
sensor protein BasS/PmrB 	3838799	3839890	+	363	82779156	3799427	basS	SDY_4101	COG0642T
proline/glycine betaine transporter 	3840067	3841569	-	500	82779157	3799428	proP	SDY_4102	COG2814G
hypothetical protein SDY_4103 	3841833	3842678	-	281	82779158	3799429	yjcZ	SDY_4103	-
IS1 ORF1 	3844513	3844788	+	91	82779159	3799430	insA	SDY_4104	COG3677L
IS1 ORF2 	3844833	3845210	+	125	82779160	3799431	insB	SDY_4105	COG1662L
IS1 ORF2 	3845798	3846175	-	125	82779161	3799433	insB	SDY_4107	COG1662L
IS1 ORF1 	3846220	3846495	-	91	82779162	3799434	insA	SDY_4108	COG3677L
hypothetical protein SDY_4109 	3846892	3847227	+	111	82779163	3799435	phnA	SDY_4109	COG2824P
phosphonate/organophosphate ester transporter subunit 	3847963	3848751	+	262	82779164	3799437	phnC	SDY_4111	COG3638P
periplasmic binding protein component of Pn transporter 	3848776	3849792	+	338	82779165	3799438	phnD	SDY_4112	COG3221P
membrane channel protein component of Pn transporter 	3849847	3850677	+	276	82779166	3799439	phnE	SDY_4113	COG3639P
phosphonate metabolism transcriptional regulator PhnF 	3850698	3851423	+	241	82779167	3798881	phnF	SDY_4114	COG2188K
carbon-phosphorus lyase complex subunit 	3851860	3852444	+	194	82779168	3798883	phnH	SDY_4116	COG3625P
phosphonate metabolism 	3852444	3853508	+	354	82779169	3798884	phnI	SDY_4117	COG3626P
phosphonate metabolism 	3853501	3854346	+	281	82779170	3798885	phnJ	SDY_4118	COG3627P
phosphonate C-P lyase system protein PhnK 	3854343	3855101	+	252	82779171	3798886	phnK	SDY_4119	COG4107P
ATP-binding component of phosphonate transport 	3855212	3855892	+	226	82779172	3798887	phnL	SDY_4120	COG4778P
phosphonate metabolism 	3855889	3856941	+	350	82779173	3798888	phnM	SDY_4121	COG3454P
ribose 1,5-bisphosphokinase 	3856941	3857498	+	185	82779174	3798889	phnN	SDY_4122	COG3709P
aminoalkylphosphonic acid N-acetyltransferase 	3857485	3857919	+	144	82779175	3798890	phnO	SDY_4123	COG1246E
carbon-phosphorus lyase complex accessory protein 	3857921	3858679	+	252	82779176	3798891	phnP	SDY_4124	COG1235R
Z5694-like protein 	3858756	3859085	-	109	82779177	3798892	-	SDY_4125	-
hypothetical protein SDY_4126 	3859154	3859909	-	251	82779178	3798893	-	SDY_4126	-
putative histidine kinase 	3859899	3862163	-	754	82779179	3798894	-	SDY_4127	COG4191T
putative ATP-binding protein of ribose ABC transport system 	3862277	3863764	+	495	82779180	3798895	-	SDY_4128	COG1129G
putative permease of ribose ABC transport system 	3864040	3864750	+	236	82779181	3798896	-	SDY_4129	COG4158R
putative periplasmic ribose-binding protein of ABC transport system 	3864769	3865710	+	313	82779182	3798897	-	SDY_4130	COG1879G
hypothetical protein SDY_4131 	3865765	3866448	+	227	82779183	3798898	-	SDY_4131	COG3822R
hypothetical protein SDY_4132 	3866463	3867323	+	286	82779184	3798899	-	SDY_4132	COG0191G
putative kinase 	3867320	3868321	+	333	82779185	3798900	-	SDY_4133	COG0524G
putative transcriptional regulator 	3868318	3869043	-	241	82779186	3797218	-	SDY_4134	COG0745TK
iso-IS1 ORF2 	3869067	3869462	-	131	82779187	3797219	-	SDY_4135	COG1662L
hypothetical protein SDY_4136 	3869814	3870608	-	264	82779188	3797220	-	SDY_4136	-
hypothetical protein SDY_4137 	3870707	3872221	-	504	82779189	3797221	-	SDY_4137	-
hypothetical protein SDY_4138 	3872408	3872890	-	160	82779190	3797222	-	SDY_4138	-
IS1 ORF1 	3872967	3873242	+	91	82779191	3797223	insA	SDY_4139	COG3677L
IS1 ORF2 	3873287	3873664	+	125	82779192	3797224	insB	SDY_4140	COG1662L
putative transport protein 	3873880	3875064	-	394	161950000	3797225	yicM	SDY_4141	COG2814G
hypothetical protein SDY_4142 	3875292	3875651	+	119	82779194	3797226	-	SDY_4142	COG4737S
putative DNA-binding protein 	3875635	3875958	+	107	82779195	3797227	-	SDY_4143	COG2944K
hypothetical protein SDY_4144 	3876073	3876552	-	159	82779196	3797228	yicN	SDY_4144	-
cryptic adenine deaminase 	3878058	3879812	+	584	82779197	3797230	yicP	SDY_4146	COG1001F
sugar phosphate antiporter 	3879856	3881247	-	463	82779198	3797231	uhpT	SDY_4147	COG2271G
regulatory protein UhpC 	3881385	3882707	-	440	82779199	3797232	uhpC	SDY_4148	COG2271G
sensory histidine kinase UhpB 	3882714	3884219	-	501	82779200	3797233	uhpB	SDY_4149	COG3851T
DNA-binding transcriptional activator UhpA 	3884216	3884806	-	196	82779201	3797234	uhpA	SDY_4150	COG2197TK
iso-IS1 ORF2 	3885501	3885896	+	131	82779202	3797235	-	SDY_4151	COG1662L
iso-IS1 ORF2 	3886743	3887138	-	131	82779203	3797236	-	SDY_4152	COG1662L
hypothetical protein SDY_4153 	3887490	3888143	-	217	82779204	3799170	-	SDY_4153	-
acetolactate synthase 1 regulatory subunit 	3888603	3888893	-	96	82779205	3799171	ilvN	SDY_4154	COG0440E
acetolactate synthase catalytic subunit 	3888897	3890585	-	562	82779206	3799172	ilvB	SDY_4155	COG0028EH
ilvB operon leader peptide 	3890691	3890789	-	32	82779207	3799173	ivbL	SDY_4156	-
multidrug resistance protein D 	3891717	3892907	+	396	82779208	3799174	emrD	SDY_4157	COG2814G
putative transcriptional regulator 	3892915	3893412	-	165	82779209	3799175	yidF	SDY_4158	COG0641R
hypothetical protein SDY_4159 	3893409	3893771	-	120	82779210	3799176	yidG	SDY_4159	-
hypothetical protein SDY_4160 	3893761	3894108	-	115	82779211	3799177	yidH	SDY_4160	COG2149S
hypothetical protein SDY_4161 	3894218	3894667	+	149	82779212	3799178	yidI	SDY_4161	-
putative sulfatase 	3894714	3896207	-	497	82779213	3799179	yidJ	SDY_4162	COG3119P
IS1 ORF2 	3897171	3897548	-	125	82779214	3799180	insB	SDY_4163	COG1662L
IS1 ORF1 	3897593	3897868	-	91	82779215	3799181	insA	SDY_4164	COG3677L
iso-IS1 ORF2 	3899734	3900129	+	131	82779216	3799184	-	SDY_4167	COG1662L
putative 6-phospho-beta-glucosidase 	3900527	3901849	-	440	82779217	3799185	-	SDY_4168	COG1486G
putative transcriptional regulator 	3903761	3904477	+	238	82779218	3799187	yidP	SDY_4170	COG2188K
hypothetical protein SDY_4171 	3904474	3906135	-	553	161949999	3799188	yidE	SDY_4171	COG2985R
heat shock chaperone IbpB 	3906331	3906759	-	142	161949998	3799189	ibpB	SDY_4172	COG0071O
heat shock protein IbpA 	3906871	3907284	-	137	82779221	3799825	ibpA	SDY_4173	COG0071O
hypothetical protein SDY_4174 	3907590	3907922	+	110	161949997	3799826	yidQ	SDY_4174	COG5645R
hypothetical protein SDY_4175 	3907924	3909168	-	414	82779223	3799827	yidR	SDY_4175	COG4946S
putative oxidoreductase 	3909233	3910297	+	354	161949996	3799828	yidS	SDY_4176	COG0644C
iso-IS1 ORF2 	3911570	3911785	+	71	82779225	3799830	-	SDY_4178	COG1662L
sugar phosphatase 	3912019	3912831	-	270	82779226	3799831	yidA	SDY_4179	COG0561R
hypothetical protein SDY_4180 	3912946	3913344	-	132	82779227	3799832	yidB	SDY_4180	COG3753S
DNA gyrase subunit B 	3913584	3915998	-	804	82779228	3799833	gyrB	SDY_4181	COG0187L
recombination protein F 	3916027	3917100	-	357	82779229	3799834	recF	SDY_4182	COG1195L
DNA polymerase III subunit beta 	3917100	3918200	-	366	82779230	3799835	dnaN	SDY_4183	COG0592L
chromosomal replication initiation protein 	3918205	3919608	-	467	82779231	3799836	dnaA	SDY_4184	COG0593L
50S ribosomal protein L34 	3920215	3920355	+	46	82779232	3799837	rpmH	SDY_4185	COG0230J
ribonuclease P 	3920372	3920731	+	119	82779233	3799838	rnpA	SDY_4186	COG0594J
hypothetical protein SDY_4187 	3920695	3920952	+	85	82779234	3799839	yidD	SDY_4187	COG0759S
putative inner membrane protein translocase component YidC 	3920955	3922601	+	548	82779235	3799840	yidC	SDY_4188	COG0706U
tRNA modification GTPase TrmE 	3922707	3924071	+	454	82779236	3799841	trmE	SDY_4189	COG0486R
iso-IS1 ORF2 	3924317	3924712	-	131	82779237	3799842	-	SDY_4190	COG1662L
hypothetical protein SDY_4191 	3925047	3925478	-	143	82779238	3799843	-	SDY_4191	-
IS1 ORF2 	3925682	3926059	-	125	82779239	3798021	insB	SDY_4192	COG1662L
IS1 ORF1 	3926104	3926379	-	91	82779240	3798022	insA	SDY_4193	COG3677L
IS600 ORF2 	3926450	3927163	-	237	82779241	3798023	-	SDY_4194	COG2801L
IS600 ORF1 	3927304	3927606	-	100	82779242	3798024	-	SDY_4195	COG2963L
IS1 ORF1 	3927700	3927975	+	91	82779243	3798025	insA	SDY_4196	COG3677L
IS1 ORF2 	3928020	3928397	+	125	82779244	3798026	insB	SDY_4197	COG1662L
6-phosphogluconate phosphatase 	3928581	3929246	-	221	82779245	3798027	yieH	SDY_4198	COG0637R
putative membrane/transport protein 	3929413	3930750	+	445	82779246	3798028	yieG	SDY_4199	COG2252R
hypothetical protein SDY_4201 	3931392	3932153	-	253	82779247	3798030	yieE	SDY_4201	COG2091H
DNA-binding transcriptional regulator YidZ 	3932298	3933257	-	319	82779248	3798031	yidZ	SDY_4202	COG0583K
multidrug efflux system protein MdtL 	3933232	3934407	-	391	82779249	3798032	yidY	SDY_4203	COG2814G
low affinity tryptophan permease 	3934539	3935726	-	395	82779250	3798033	tnaB	SDY_4204	COG0814E
insertion element IS2 transposase InsD 	3935701	3936606	-	301	161949995	3798034	-	SDY_4205	COG2801L
insertion sequence 2 OrfA protein 	3936564	3936929	-	121	82779253	3798036	-	SDY_4207	COG2963L
hypothetical protein SDY_4206 	3936886	3937125	+	79	82779252	3798035	-	SDY_4206	-
hypothetical protein SDY_4208 	3937031	3937294	-	87	82779254	3798037	-	SDY_4208	-
iso-IS1 ORF2 	3937489	3937884	+	131	82779255	3798038	-	SDY_4209	COG1662L
rhsA protein in rhs element 	3937859	3941500	-	1213	82779256	3798039	rhsA	SDY_4210	COG3209M
putative glutathione S-transferase 	3941729	3942337	+	202	82779257	3798040	yibF	SDY_4211	COG0625O
selenocysteine synthase 	3942435	3943826	+	463	82779258	3797256	selA	SDY_4212	COG1921E
selenocysteinyl-tRNA-specific translation factor 	3943823	3945667	+	614	82779259	3797257	selB	SDY_4213	COG3276J
iso-IS1 ORF2 	3946248	3946463	+	71	82779260	3797258	-	SDY_4214	COG1662L
IS1 ORF1 	3947361	3947636	+	91	82779261	3797259	insA	SDY_4215	COG3677L
IS1 ORF2 	3947681	3948058	+	125	82779262	3797260	insB	SDY_4216	COG1662L
phosphate-starvation-inducible protein PsiE 	3950183	3950593	-	136	82779263	3797262	yjbA	SDY_4218	COG3223S
hypothetical protein SDY_4220 	3953184	3953921	-	245	82779264	3797264	yjbG	SDY_4220	-
hypothetical protein SDY_4221 	3953918	3954586	-	222	82779265	3797265	yjbF	SDY_4221	-
hypothetical protein SDY_4222 	3954670	3954912	-	80	82779266	3797266	yjbE	SDY_4222	-
iso-IS1 ORF2 	3955296	3955691	-	131	82779267	3797267	-	SDY_4223	COG1662L
hypothetical protein SDY_4224 	3955886	3956323	+	145	82779268	3797268	-	SDY_4224	-
IS1294 orf 	3956304	3957512	+	402	82779269	3797269	-	SDY_4225	-
glucose-6-phosphate isomerase 	3957906	3959555	-	549	82779270	3797270	pgi	SDY_4226	COG0166G
aspartate kinase III 	3960080	3961429	+	449	82779271	3797271	lysC	SDY_4227	COG0527E
insertion element IS2 transposase InsD 	3961506	3962411	-	301	161949994	3797272	-	SDY_4228	COG2801L
insertion sequence 2 OrfA protein 	3962369	3962734	-	121	82779273	3797273	-	SDY_4229	COG2963L
fumarase B 	3963868	3965514	-	548	82779274	3795671	fumB	SDY_4231	COG1951C
anaerobic C4-dicarboxylate transporter 	3965592	3966779	-	395	82779275	3795672	dcuB	SDY_4232	COG2704R
IS1 ORF2 	3966914	3967291	-	125	82779276	3795673	insB	SDY_4233	COG1662L
IS1 ORF1 	3967336	3967611	-	91	82779277	3795674	insA	SDY_4234	COG3677L
iso-IS1 ORF2 	3968233	3968628	-	131	82779278	3795675	-	SDY_4235	COG1662L
hypothetical protein SDY_4236 	3968823	3969077	+	84	82779279	3795676	-	SDY_4236	-
DNA-binding transcriptional activator DcuR 	3969054	3969773	-	239	82779280	3795677	yjdG	SDY_4237	COG4565KT
sensory histidine kinase DcuS 	3969770	3971401	-	543	82779281	3795678	yjdH	SDY_4238	COG3290T
hypothetical protein SDY_4239 	3971582	3971812	+	76	82779282	3795679	yjdI	SDY_4239	COG3592S
hypothetical protein SDY_4240 	3971824	3972096	+	90	82779283	3795680	yjdJ	SDY_4240	COG2388R
iso-IS1 ORF2 	3972446	3972841	-	131	82779284	3795681	-	SDY_4241	COG1662L
IS1 ORF2 	3973786	3974163	+	125	82779285	3795682	insB	SDY_4242	COG1662L
iso-IS1 ORF2 	3974316	3974711	-	131	82779286	3795683	-	SDY_4243	COG1662L
hypothetical protein SDY_4244 	3974906	3975130	+	74	82779287	3795684	-	SDY_4244	-
IS1 ORF1 	3975164	3975439	+	91	82779288	3795685	insA	SDY_4245	COG3677L
IS1 ORF2 	3975484	3975861	+	125	82779289	3795686	insB	SDY_4246	COG1662L
putative ATP-binding component of a transport system 	3976254	3977756	+	500	82779290	3795687	ytfR	SDY_4247	COG1129G
putative transport system permease protein 	3977767	3978696	+	309	82779291	3795688	ytfT	SDY_4248	COG1172G
inner membrane ABC transporter permease protein YjfF 	3978803	3979774	+	323	82779292	3795689	yjfF	SDY_4249	COG1172G
fructose-1,6-bisphosphatase 	3979807	3980805	-	332	82779293	3795690	fbp	SDY_4250	COG0158G
putative ligase 	3980981	3982354	+	457	82779294	3799112	yjfG	SDY_4251	COG0773M
hypothetical protein SDY_4252 	3982437	3982982	-	181	82779295	3799113	yjgA	SDY_4252	COG3028S
peptidase PmbA 	3983076	3984428	+	450	82779296	3799114	pmbA	SDY_4253	COG0312R
cytochrome b562 	3984696	3984998	+	100	82779297	3799115	cybC	SDY_4254	COG3783C
bifunctional antitoxin/transcriptional repressor RelB 	3985189	3985428	+	79	82779298	3799116	relB	SDY_4255	COG3077L
anaerobic ribonucleotide reductase-activating protein 	3985429	3985893	-	154	82779299	3799117	nrdG	SDY_4256	COG0602O
anaerobic ribonucleoside triphosphate reductase 	3986083	3988221	-	712	82779300	3799118	nrdD	SDY_4257	COG1328F
trehalose-6-phosphate hydrolase 	3988615	3990270	-	551	82779301	3799119	treC	SDY_4258	COG0366G
trehalose(maltose)-specific PTS system components IIBC 	3990320	3991741	-	473	82779302	3799120	treB	SDY_4259	COG1263G
trehalose repressor 	3991860	3992807	-	315	82779303	3799121	treR	SDY_4260	COG1609K
magnesium-transporting ATPase MgtA 	3993186	3995882	+	898	82779304	3799122	mgtA	SDY_4261	COG0474P
hypothetical protein SDY_4262 	3996088	3996513	-	141	82779305	3799123	yjgF	SDY_4262	COG0251J
aspartate carbamoyltransferase regulatory subunit 	3996547	3997008	-	153	82779306	3799124	pyrI	SDY_4263	COG1781F
aspartate carbamoyltransferase catalytic subunit 	3997021	3997956	-	311	82779307	3799125	pyrB	SDY_4264	COG0540F
pyrBI operon leader peptide 	3997960	3998094	-	44	82779308	3799126	pyrL	SDY_4265	-
hypothetical protein SDY_4266 	3998374	3998769	-	131	82779309	3799127	yjgH	SDY_4266	COG0251J
oxidoreductase 	3998900	3999613	-	237	82779310	3799128	yjgI	SDY_4267	COG1028IQR
hypothetical protein SDY_4268 	3999787	3999951	+	54	82779311	3799129	-	SDY_4268	-
hypothetical protein SDY_4269 	4000023	4000277	+	84	82779312	3799130	yjgJ	SDY_4269	-
hypothetical protein SDY_4270 	4000413	4000874	+	153	82779313	3796938	yjgK	SDY_4270	COG2731G
iso-IS1 ORF2 	4001335	4001730	+	131	82779314	3796939	-	SDY_4271	COG1662L
IS1 ORF1 	4001938	4002213	+	91	82779315	3796940	insA	SDY_4272	COG3677L
IS1 ORF2 	4002258	4002635	+	125	82779316	3796941	insB	SDY_4273	COG1662L
insertion sequence 2 OrfA protein 	4002735	4003100	+	121	82779317	3796942	-	SDY_4274	COG2963L
insertion element IS2 transposase InsD 	4003058	4003963	+	301	161949993	3796943	-	SDY_4275	COG2801L
ornithine carbamoyltransferase subunit I 	4004057	4005061	-	334	82779319	3796944	argI	SDY_4276	COG0078E
hypothetical protein SDY_4277 	4005223	4005639	+	138	82779320	3796945	yjgD	SDY_4277	COG3076S
hypothetical protein SDY_4278 	4005684	4005977	-	97	82779321	3796946	-	SDY_4278	COG1246E
iso-IS1 ORF2 	4006225	4006620	-	131	82779322	3796947	-	SDY_4279	COG1662L
iso-IS1 ORF2 	4008091	4008486	+	131	82779323	3796949	-	SDY_4281	COG1662L
valyl-tRNA synthetase 	4009180	4012035	-	951	82779324	3796950	valS	SDY_4282	COG0525J
DNA polymerase III subunit chi 	4012035	4012478	-	147	82779325	3796951	holC	SDY_4283	COG2927L
leucyl aminopeptidase 	4012736	4014247	-	503	82779326	3796952	pepA	SDY_4284	COG0260E
hypothetical protein SDY_4285 	4014514	4015614	+	366	82779327	3796953	yjgP	SDY_4285	COG0795R
hypothetical protein SDY_4286 	4015611	4016696	+	361	82779328	3796954	yjgQ	SDY_4286	COG0795R
hypothetical protein SDY_4287 	4016857	4018359	-	500	82779329	3796955	yjgR	SDY_4287	COG0433R
putative oxidoreductase 	4018489	4019550	-	353	82779330	3796956	yjgB	SDY_4288	COG1064R
IS911 ORF2 	4020193	4021011	-	272	82779331	3799248	-	SDY_4291	COG2801L
IS911 ORF1 	4021038	4021340	-	100	82779332	3799249	-	SDY_4292	COG2963L
iron-dicitrate transporter ATP-binding subunit 	4022300	4023067	-	255	82779333	3799250	fecE	SDY_4293	COG1120PH
iron-dicitrate transporter subunit FecD 	4023068	4024024	-	318	82779334	3799251	fecD	SDY_4294	COG0609P
iron-dicitrate transporter permease subunit 	4024021	4025016	-	331	82779335	3799252	fecC	SDY_4295	COG0609P
citrate-dependent iron transport, outer membrane receptor 	4025959	4028283	-	774	82779336	3799254	fecA	SDY_4297	COG4772P
RNA polymerase sigma factor FecI 	4029320	4029841	-	173	82779337	3799256	fecI	SDY_4299	COG1595K
hypothetical protein SDY_4300 	4029866	4030099	-	77	82779338	3799257	-	SDY_4300	-
iso-IS1 ORF2 	4030294	4030689	+	131	82779339	3799258	-	SDY_4301	COG1662L
IS1 ORF1 	4030907	4031182	+	91	82779340	3799259	insA	SDY_4302	COG3677L
IS1 ORF2 	4031395	4031604	+	69	82779341	3799260	insB	SDY_4303	COG1662L
hypothetical protein SDY_4304 	4033358	4034731	+	457	82779342	3799261	-	SDY_4304	COG4222S
ISSfl4 ORF3 	4034970	4035197	-	75	82779343	3799262	-	SDY_4305	-
hypothetical protein SDY_4306 	4036046	4036480	-	144	82779344	3799263	-	SDY_4306	-
insertion element IS2 transposase InsD 	4036964	4037869	-	301	161949992	3799264	-	SDY_4307	COG2801L
insertion sequence 2 OrfA protein 	4037827	4038192	-	121	82779346	3796481	-	SDY_4308	COG2963L
hypothetical protein SDY_4309 	4038476	4038748	+	90	82779347	3796482	yjbD	SDY_4309	-
23S rRNA pseudouridine synthase F 	4038749	4039621	-	290	82779348	3796483	yjbC	SDY_4310	COG1187J
putative transcriptional regulator of sorbose uptake and utilization genes 	4039969	4040916	+	315	82779349	3796484	-	SDY_4311	COG2390K
iso-IS1 ORF2 	4041076	4041291	-	71	82779350	3796485	-	SDY_4312	COG1662L
iso-IS1 ORF2 	4041288	4041470	-	60	82779351	3796486	-	SDY_4313	COG1662L
sorbose-permease PTS system IIC component 	4042122	4042919	+	265	82779352	3796488	-	SDY_4315	COG3715G
PTS system, mannose-specific IID component 	4042930	4043646	+	238	82779353	3796489	-	SDY_4316	COG3716G
putative L-sorbose 1-phosphate dehydrogenase 	4043805	4045034	+	409	82779354	3796490	-	SDY_4317	COG1063ER
putative alpha helix protein 	4046194	4047750	-	518	82779355	3796492	yjbB	SDY_4319	COG1283P
IS1 ORF2 	4048081	4048458	-	125	82779356	3796493	insB	SDY_4320	COG1662L
IS1 ORF1 	4048503	4048778	-	91	82779357	3796494	insA	SDY_4321	COG3677L
B12-dependent methionine synthase 	4048807	4052505	-	1232	82779358	3796495	metH	SDY_4322	COG1410E
transcriptional repressor IclR 	4052705	4053529	+	274	161949991	3796496	iclR	SDY_4323	COG1414K
iso-IS1 ORF2 	4055288	4055683	-	131	82779360	3796498	-	SDY_4325	COG1662L
hypothetical protein SDY_4326 	4055878	4056093	+	71	82779361	3796499	-	SDY_4326	-
bifunctional isocitrate dehydrogenase kinase/phosphatase protein 	4056062	4057798	-	578	82779362	3796500	aceK	SDY_4327	COG4579T
isocitrate lyase 	4057982	4059286	-	434	82779363	3797899	aceA	SDY_4328	COG2224C
homoserine O-succinyltransferase 	4061145	4062074	-	309	82779364	3797901	metA	SDY_4330	COG1897E
IS1 ORF2 	4062208	4062585	-	125	82779365	3797902	insB	SDY_4331	COG1662L
IS1 ORF1 	4062630	4062905	-	91	82779366	3797903	insA	SDY_4332	COG3677L
hypothetical protein SDY_4333 	4063007	4063450	+	147	82779367	3797904	yjaB	SDY_4333	COG0456R
hypothetical protein SDY_4334 	4063514	4063897	-	127	82779368	3797905	yjaA	SDY_4334	-
IS4 orf 	4064021	4065367	+	448	82779369	3797906	-	SDY_4335	COG3385L
iso-IS1 ORF2 	4066193	4066540	+	115	82779370	3797908	-	SDY_4337	COG1662L
IS1 ORF1 	4066574	4066849	+	91	82779371	3797909	insA	SDY_4338	COG3677L
IS1 ORF2 	4066894	4067271	+	125	82779372	3797910	insB	SDY_4339	COG1662L
hypothetical protein SDY_4340 	4067282	4068280	-	332	82779373	3797911	yiaH	SDY_4340	COG3274S
IS600 ORF1 	4068418	4068720	+	100	82779374	3797912	-	SDY_4341	COG2963L
IS600 ORF2 	4068861	4069691	+	276	82779375	3797913	-	SDY_4342	COG2801L
hypothetical protein SDY_4343 	4069724	4070023	+	99	82779376	3797914	-	SDY_4343	-
glycyl-tRNA synthetase subunit alpha 	4070118	4071029	+	303	82779377	3797915	glyQ	SDY_4344	COG0752J
glycyl-tRNA synthetase subunit beta 	4071039	4073108	+	689	82779378	3797916	glyS	SDY_4345	COG0751J
small toxic polypeptide 	4073431	4073583	+	50	82779379	3797917	yiaZ	SDY_4346	-
